"case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_zip","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount"
"Attempted Abduction",1108017,"Closed","2008-10-08","17:20","Attempted Abduction","Street","W 14th St & S Cabrillo Ave","San Pedro","CA",90731,"Los Angeles","Los Angeles Co (CA) PD","366851","Unknown","Female","15","Male/Male","Unknown/Hispanic",NA,"Unknown/25-30","Pickup Truck","Blue, Dark","other","None",NA,"Adult Intervened",NA,1,2
"Attempted Abduction",1132264,"Closed","2009-09-25","17:35","Attempted Abduction","Home - Residence","SW Carmelite St","Port St Lucie","FL",34983,"St Lucie","Port St Lucie (FL) PD","393939","Unknown","Female","4","Male/Male","Unknown/Hispanic",NA,"Unknown/30-39","Pickup Truck","Gold","other","None",NA,"Adult Intervened",NA,1,2
"Attempted Abduction",1145052,"Closed","2010-03-22","11:45","Attempted Abduction","Home - Residence","Tapo Ln","Austin","TX",78724,"Travis","Travis Co (TX) SO","408288","Unknown","Female","2","Male/Male","Hispanic/Hispanic",NA,"Unknown/40-49","Pickup Truck","Multicolor","other","None",NA,"Adult Intervened",NA,1,2
"Attempted Abduction",1100289,"Closed","2008-06-22","00:00","Attempted Abduction","Playgrnd","4601 US 42 - Heritage Oak Park","Mason","OH",45040,"Warren","Mason (OH) PD","358306/358309/358310/358312","Unknown/Unknown/Unknown/Unknown","Female/Female/Female/Female","Unknown/Unknown/Unknown/Unknown","Male","White","38",NA,"Pickup Truck","Red","animal",NA,NA,"Adult Intervened",NA,4,1
"Attempted Abduction",1089153,"Closed","2007-07-25","18:00","Attempted Abduction","Home - Houseboat/Trailer","FL 20 & Geddie Rd","Tallahassee","FL",32310,"Leon","Leon Co (FL) SO","345742/423243/423244","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Unknown/Unknown/Unknown","Male","White",NA,"40-49","Pickup Truck",NA,"ride",NA,NA,"Adult Intervened",NA,3,1
"Attempted Abduction",1121729,"Closed","2009-04-15","00:00","Abduct & Release","Park","Rogers St","Idaho Falls","ID",83402,"Bonneville","Bonneville Co (ID) SO","382099/382100","Unknown/Unknown","Female/Female","10/11","Male","White","39",NA,"Pickup Truck","Black","other","Cigarettes",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1075023,"Closed","2007-07-09","14:15","Attempted Abduction","Daycare Facility","2525 Chicago Av","Minneapolis","MN",55404,"Hennepin","Minneapolis (MN) PD","329442","White","Female","2","Female","White",NA,"25-30","Pickup Truck","Black","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1080327,"Closed","2007-09-24","06:34","Attempted Abduction","Street","Co Rd C & Nashotah Ave","Nashotah","WI",53058,"Waukesha","Nashotah (WI) PD","335430","Unknown","Female","13","Male","White",NA,"42-48","Pickup Truck","White","animal",NA,NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1087909,"Closed","2008-01-04","14:30","Attempted Abduction","School - Facility","617 Montgomery St - Chicopee Comp HS","Chicopee","MA",1020,"Hampden","Chicopee (MA) PD","344246","White","Female","15","Male","White",NA,"30-39","Pickup Truck","White","other","Conversation",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1094573,"Closed","2008-04-24","13:00","Attempted Abduction","School - Facility","101 S Grant St - Belleville Intermediate School","Belleville","WI",53508,"Dane","Belleville (WI) PD","351974","Unknown","Unknown","Unknown","Male","White",NA,"Unknown","Pickup Truck","Green, Light","other","Unknown",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1099651,"Closed","2008-06-24","19:30","Attempted Abduction","Home - Residence","1100 W 77th Ave","Anchorage","AK",99518,"Anchorage","Anchorage (AK) PD","357563","Unknown","Male","7","Male","White",NA,"Unknown","Pickup Truck",NA,"animal",NA,NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1107612,"Closed","2008-09-29","00:00","Suspicious Incident","School - Facility","Unknown address","Mount Vernon","MO",65712,"Lawrence","Mount Vernon (MO)  PD","366395","Unknown","Male","Unknown","Male","White","23",NA,"Pickup Truck","Red","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1117543,"Closed","2009-03-03","07:00","Suspicious Incident","School - Bus Stop","Commonwealth Ave SW & Central Ave","Polk City","FL",33868,"Polk","Polk Co. (FL) SO","377433","Unknown","Unknown","Unknown","Male","White",NA,"Unknown","Pickup Truck","Black","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1118421,"Closed","2009-03-17","17:00","Attempted Abduction","Parking Lot/Garage","N State St & W Roosevelt Ave","Zeeland","MI",49464,"Ottawa","Zeeland (MI) PD","378399","Unknown","Female","7","Male","White",NA,"50-59","Pickup Truck","Red","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1120048,"Closed","2006-12-21","13:00","Suspicious Incident","Street","1124 N 12th St","Lafayette","IN",47904,"Tippecanoe","Fayette (IN) PD","380175","Unknown","Female","10","Male","White","64",NA,"Pickup Truck","Red","other","None","TEST STATEMENT - Subject told child the female restroom was occupied, but she could use the men's room.  Then said, \Hey come here\ when she walked away.","Adult Intervened",NA,1,1
"Attempted Abduction",1121167,"Closed","2009-04-22","18:20","Suspicious Incident","Park","Harrison Ave & 4th St","Trenton","MI",48183,"Wayne","Trenton (MI) PD","381441","Unknown","Female","8","Male","White",NA,"25-35","Pickup Truck","White","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1139096,"Closed","2010-01-09","08:40","Suspicious Incident","Street","1000 Remington Cir","Burleson","TX",76028,"Johnson","Burleson (TX) PD","401576","Unknown","Female","9","Male","White",NA,"20-39","Pickup Truck","Gray","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1144681,"Closed","2010-04-03","00:00","Attempted Abduction","Retail - Mall/ Shop Ctr","Unknown Address - Kohl's","Richland","PA",17087,"Allegheny","Northern (PA) RPD","407868","Unknown","Female","14","Male","White","40",NA,"Pickup Truck","Blue","other","Time",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1149984,"Closed","2010-06-13","16:15","Attempted Abduction","Parking Lot/Garage","637 W Route 66 - Safeway","Williams","AZ",86046,"Coconino","Williams (AZ) PD","413770","Unknown","Female","15","Male","White",NA,"50-59","Pickup Truck","Black","other","Unknown",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1041123,"Closed","2006-03-30","15:30","Attempted Abduction","School - Bus Stop","Woodruff Ave & Angell St","Downey","CA",90242,"Los Angeles","Downey (CA) PD","293675","Unknown","Female","17","Male","Unknown","35",NA,"Pickup Truck","Black","other","Unknown",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1079114,"Closed","2007-09-05","00:00","Attempted Abduction","Home - Residence","Unknown address","Huntington","TX",75949,"Angelina","Angelina Co (TX) SO","333942","White","Male","4","Male","Unknown",NA,"Unknown","Pickup Truck","White","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1055311,"Closed","2006-09-26","18:30","Sexual Assault","Park","N 21st Ave","Brighton","CO",80601,"Adans","Brighton (CO) PD","308554","White","Male","5","Male","Hispanic",NA,"Unknown","Pickup Truck","Black","ride",NA,NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1089337,"Closed","2008-02-15","07:40","Attempted Abduction","Street","SW 138th Ave & SW 270th St","Homestead","FL",33032,"Miami-Dade","Miami-Dade (FL) PD","345959","Hispanic","Female","10","Male","Hispanic",NA,"25-30","Pickup Truck","Gray","ride",NA,NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1117501,"Closed","2009-03-03","08:00","Attempted Abduction","Street","S Price Rd & E Broadway Rd","Tempe","AZ",85282,"Maricopa","Mesa (AZ) PD","377387","Unknown","Female","15","Male","Hispanic",NA,"Unknown","Pickup Truck","White","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1120710,"Closed","2009-04-02","00:00","Attempted Abduction","Street","S Ironwood Dr & Apache Trail","Apache Junction","AZ",85120,"Maricopa","Apache Junction (AZ) PD","380914","Unknown","Female","Unknown","Male","Hispanic",NA,"25-30","Pickup Truck","White","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1123292,"Closed","2009-04-22","00:00","Attempted Abduction","Home - Residence","Unknown address","Chalmette","LA",70043,"Saint Bernard","St. Bernard Parish (LA) PD","383869","White","Female","4","Male","Hispanic","39",NA,"Pickup Truck","Red","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1131356,"Closed","2009-09-13","00:00","Attempted Abduction","Park","Unknown address","Davie","FL",33024,"Broward","Davie (FL) PD","392907","Unknown","Female","17","Male","Hispanic","39",NA,"Pickup Truck","White","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1146395,"Closed","2010-04-20","19:00","Attempted Abduction","Retail - Mall/ Shop Ctr","14200 E Alameda Ave - Town Center at Aurora","Aurora","CO",80012,"Adams","Aurora (CO) PD","409785","Unknown","Female","4","Male","Hispanic",NA,"Unknown","Pickup Truck","Dark","other","Unknown",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1102410,"Closed","2008-07-20","00:00","Attempted Abduction","Home - Residence","1123 Scott Ridge Rd","Beaver","WV",25813,"Raleigh","Raleigh Co (WV) SO","360718","White","Female","5","Male","Black",NA,"Unknown","Pickup Truck","Black","other","Order/Demand",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1128850,"Closed","2009-07-25","10:30","Suspicious Incident","Hotel / Motel","SW 33rd Pl","Gainesville","FL",32601,"Alachua","Gainesville (FL) PD","390078","Unknown","Female","12","Male","Black",NA,"Unknown","Pickup Truck","Silver","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1129571,"Closed","2009-08-12","20:45","Sexual Assault","Home - Residence","Unknown address","Tulsa","OK",74101,"Tulsa","Tulsa (OK) PD","390918","Unknown","Female","2","Male","Black","56",NA,"Pickup Truck","Red","other","Unknown",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1027333,"Closed","2005-09-19","18:30","Attempted Abduction","Street","Sonoma Blvd & Nebraska St","Vallejo","CA",94590,"Solano","Vallejo (CA) PD","277027","White","Female","13","Male","Asian","47",NA,"Pickup Truck","Green","ride",NA,NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1104830,"Closed","2008-09-01","11:15","Attempted Abduction","Med - Hospital","1800 N California St - St. Joseph's Medical Center","Stockton","CA",95204,"San Joaquin","Stockton (CA) PD","363336","Unknown","Male","6","Male","Asian",NA,"50-70","Pickup Truck","White","other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1089156,"Closed","2007-07-14","22:43","Attempted Abduction","Retail - Food/Conv/Gas","6851 SE Maricamp Rd - Winn-Dixie","Ocala","FL",34472,"Marion","Marion Co (FL) SO","345747","Black","Female","4","Male","White",NA,"16-18","Hatchback/Fastback","White","ride",NA,NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1080181,"Closed","2007-09-24","08:15","Attempted Abduction","Street","332 N Main St","North Brookfield","MA",1535,"Worcester","North Brookfield (MA) PD","335232/335233","White/White","Male/Male","6/12","Male","White","51",NA,"Coupe","White","other","None",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1091149,"Closed","2008-03-11","19:49","Attempted Abduction","Street","St Michel Ln & Torrey Pines Rd","Murrieta","CA",92563,"Riverside","Murrieta (CA) PD","348049","Unknown","Female","Unknown","Male","White",NA,"30-40","Convertible","Gray","animal",NA,NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1078912,"Closed","2007-09-01","11:40","Attempted Abduction","Street","W 138th St & Sherry Av","Cleveland","OH",44135,"Cuyahoga","Cleveland (OH) PD","333709","Unknown","Male","7","Male/Female","White/White",NA,"50-59/50-59",NA,"Blue","animal",NA,NA,"Adult Intervened",NA,1,2
"Attempted Abduction",1111043,"Closed","2008-11-26","19:30","Abduct & Release","Religious Facility","100 Gilmer Rd","Longview","TX",75604,"Gregg","Longview (TX) PD","370189","Unknown","Female","13","Male/Male","Hispanic/Hispanic","25/25",NA,NA,"Burgundy","other","None",NA,"Adult Intervened",NA,1,2
"Attempted Abduction",1118754,"Closed","2009-03-17","13:09","Attempted Abduction","Retail - Mall/ Shop Ctr","4190 N Harlem Ave","Norridge","IL",60706,"Cook","Norridge (IL) PD","378756","Unknown","Female","Infant","Male/Female","Asian/Asian",NA,"35-45/20-25",NA,NA,"other","None",NA,"Adult Intervened",NA,1,2
"Attempted Abduction",1034213,"Closed","2005-12-15","19:00","Attempted Abduction","Retail - Mall/ Shop Ctr","591 Memorial Dr - Wal Mart","Chicopee","MA",1020,"Hampden","Chicopee (MA) PD","285891/345743","Unknown/Unknown","Female/Male","Infant/4","Male","White","32",NA,NA,NA,"other","None",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1023422,"Closed","2005-09-07","15:15","Attempted Abduction","Street","Uberroth Av & Salisbury Rd","Allentown","PA",18103,"Lehigh","Salisbury Twp (PA) PD","272058/347461","White/White","Female/Female","15/15","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1094440,"Closed","2008-04-06","00:00","Sexual Assault","Recreational - Other","1501 65th Ave - Greeley Family Funplex","Greeley","CO",80634,"Weld","Greeley (CO) PD","351842/351843","Unknown/Unknown","Female/Female","9/9","Male","White","56",NA,NA,NA,"other","None",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1111584,"Closed","2008-11-12","15:55","Attempted Abduction","Street","Jefferson Ave & Magnolia St","Murrieta","CA",92562,"Riverside","Murrieta (CA) PD","370806/370807","Unknown/Unknown","Female/Female","5/8","Male","White","50",NA,NA,"Green","other","Unknown",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1117375,"Closed","2009-03-03","08:30","Attempted Abduction","School - Bus Stop","W Onondaga St & S Geddes St","Syracuse","NY",13204,"Onondaga","Onondaga Co (NY) SO","377230/377233","Unknown/Unknown","Male/Male","9/10","Male","White","47",NA,NA,NA,"ride",NA,NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1117472,"Closed","2008-02-27","00:00","Attempted Abduction","School - Bus Stop","Unknown Address","Panama City","FL",32401,"Bay","Bay Co (FL) SO","377356/377357","Unknown/Unknown","Female/Female","14/15","Male","White","85",NA,NA,NA,"other","Directions",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1121468,"Closed","2009-04-22","00:00","Exposure","Street","110 Town Center Dr","Mooresville","NC",28117,"Iredell","Mooresville (NC) PD","381795/381797","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","White","49",NA,NA,NA,"other","None",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1131814,"Closed","2009-09-20","16:30","Attempted Abduction","Street","200 N Lockwillow Ave","Harrisburg","PA",17112,"Dauphin","Lower Paxton (PA) PD","393423/393425","Unknown/Unknown","Female/Female","13/13","Male","White",NA,"50-59",NA,"White","other","Meet someone",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1136363,"Closed","2009-11-27","17:00","Attempted Abduction","Restaurant","544 Mary Esther Cut Off NW","Fort Walton Beach","FL",32548,"Okaloosa","Fort Walton Beach (FL) PD","398521/398522","Unknown/Unknown","Unknown/Unknown","9/10","Male","White","55",NA,NA,NA,"other","None",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1141309,"Closed","2010-01-28","08:30","Attempted Abduction","School - Bus Stop","107th Ave Ct E & 128th St E","South Hill","WA",98374,"Pierce","Pierce Co (WA) SD","404031/404032","White/White","Male/Male","14/12","Male","White",NA,"35",NA,NA,"money/other","Needed help",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1100522,"Closed","2008-07-13","21:30","Exposure","Park","1526 Ocean Dr - Cole Park","Corpus Christi","TX",78404,"Nueces","Corpus Christi (TX) PD","358589/425416","Unknown/Unknown","Unknown/Unknown","Unknown/Unknown","Male","White","37",NA,NA,NA,"other","Looking for someone",NA,"Adult Intervened",NA,2,1
"Attempted Abduction",1009069,"Closed","2005-02-27","00:00","Attempted Abduction","Retail - Other","2101 2nd Av SE - Wal-Mart","Cambridge","MN",55008,"Isanti","Cambridge (MN) PD","257072","White","Female","4","Male","White",NA,"20-29",NA,NA,"other","None",NA,"Adult Intervened",NA,1,1
"Attempted Abduction",1011846,"Closed","2005-03-05","12:00","Attempted Abduction","Parking Lot/Garage","301 N Pennsylvania Av - Roswell Public Library","Roswell","NM",88201,"Chaves","Roswell (NM) PD","259934","Black","Female","3","Male","White",NA,"25-35",NA,NA,"other","None",NA,"Adult Intervened",NA,1,1
