"incident_zip","case_type","case_number","status","incident_date","incident_time","incident_type","incident_location_type","incident_location","incident_city","incident_state","incident_county","LEA","child_id","child_race","child_gender","child_perceived_age","offender_gender","offender_race","offender_age","offender_perceived_age","vehicle_style","vehicle_color","offender_method","offender_method_detail","offender_statement","how_got_away","how_got_away_detail","child_amount","offender_amount","Latitude","Longitude"
2120,"Attempted Abduction",1115004,"Closed","2009-01-22","00:00","Attempted Abduction","Street","McGreevey Way & Parker St","Boston","MA","Suffolk","Boston (MA) PD","374552/374553","Unknown/Unknown","Female/Female","12/14","Male/Male","Hispanic/Black",NA,"20/20",NA,"Green, Dark","other","Sexual comments",NA,"Ran Away",NA,2,2,42.3307,-71.0912
2124,"Attempted Abduction",1082273,"Closed","2007-06-09","15:03","Attempted Abduction","Park","1 Franklin Park Rd - Franklin Park","Boston","MA","Suffolk","Boston (MA) PD","337578","Unknown","Male","2","Male","Black",NA,"Unknown",NA,NA,"other","Basketball",NA,"Adult/Child Intervened",NA,1,1,42.2918,-71.0717
2124,"Attempted Abduction",1096446,"Closed","2008-05-19","08:15","Attempted Abduction","Street","663 Gallivan Blvd","Boston","MA","Suffolk","Boston (MA) PD","354038","Black","Male","12","Male","White",NA,"45-59",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,42.2918,-71.0717
2125,"Attempted Abduction",1249922,"Closed","2015-06-11","07:45","Attempted Abduction","Street","325 Mt. Vernon St","Boston","MA","Suffolk","Boston (MA) PD","535761","Unknown","Female","9","Male","Black",NA,"Unknown","Van","Red","candy",NA,NA,"Ran Away",NA,1,1,42.2973,-71.0745
2126,"Attempted Abduction",1082227,"Closed","2006-07-29","20:30","Attempted Abduction","Street","800 River St","Boston","MA","Suffolk","Boston (MA) PD","337531/422601","Unknown/Unknown","Female/Female","14/Infant","Male","Hispanic",NA,"20-30",NA,"Red","other","None",NA,"Ignored/Refused",NA,2,1,42.2739,-71.0939
2139,"Attempted Abduction",1220668,"Closed","2013-07-29","09:20","Attempted Abduction","Other","Massachusetts Ave & Pearl St","Cambridge","MA","Middlesex","Cambridge (MA) PD","492512","Unknown","Male","Unknown","Female","Black","36",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,42.3647,-71.1042
2140,"Attempted Abduction",1197518,"Closed","2012-06-14","19:00","Attempted Abduction","Street","Dudley St & Montgomery St","Cambridge","MA","Middlesex","Cambridge (MA) PD","466483","Unknown","Female","Unknown","Male","White",NA,"45-55","Van","White","ride",NA,NA,"Fought/Broke Free",NA,1,1,42.3932,-71.1338
2141,"Attempted Abduction",1151544,"Closed","2010-07-07","09:50","Attempted Abduction","Street","Fulkerson St","Cambridge","MA","Middlesex","Cambridge (MA) PD","415476","Unknown","Female","15","Male","White",NA,"45",NA,NA,"candy",NA,NA,"Fought/Broke Free",NA,1,1,42.3687,-71.0836
2142,"Attempted Abduction",1153141,"Closed","2010-07-07","00:26","Sexual Assault","Trans Facility","Kendall/MIT Station","Cambridge","MA","Suffolk","MBTA (MA) TP","417243","Unknown","Female","16","Male","White","27",NA,NA,NA,"other","None",NA,"None",NA,1,1,42.362,-71.083
2143,"Attempted Abduction",1102416,"Closed","2008-07-29","21:15","Attempted Abduction","Playgrnd","Unknown address","Somerville","MA","Middlesex","Somerville (MA) PD","360728","Unknown","Female","6","Male","White",NA,"Unknown","Sport Utility","Black","candy",NA,NA,"Ran Away",NA,1,1,42.3829,-71.1028
2144,"Attempted Abduction",1029363,"Closed","2005-10-06","07:30","Suspicious Incident","Street","North St & Powder House Blvd","Somerville","MA","Middlesex","Somerville (MA) PD","279903","White","Female","12","Male","White",NA,"30-40",NA,NA,"ride",NA,NA,"Ignored/Refused",NA,1,1,42.4003,-71.1221
2145,"Attempted Abduction",1248232,"Closed","2015-05-12","09:00","Attempted Abduction","Daycare Facility","17 Dartmouth St","Somerville","MA","Middlesex","Somerville (MA) PD","533174/533176","Unknown/Unknown","Female/Unknown","1/Unknown","Male","Hispanic","38",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,2,1,42.3907,-71.0929
2148,"Attempted Abduction",1077458,"Closed","2007-08-15","20:20","Suspicious Incident","Home - Residence","Linwood St & Holyoke St","Malden","MA","Middlesex","Malden (MA) PD","332050","Unknown","Male","2","Male","White",NA,"30-35",NA,"White","other","None",NA,"Adult/Child Intervened",NA,1,1,42.4291,-71.0605
2148,"Attempted Abduction",1038342,"Closed","2006-02-15","18:00","Abduct & Release","Street","Crystal St and Maplewood St","Malden","MA","Middlesex","Malden (MA) PD","290615","White","Female","15","Male","Black","23",NA,"Sedan, 4 door","Brown","other","Unknown",NA,"Ran Away",NA,1,1,42.4291,-71.0605
2150,"Attempted Abduction",1115553,"Closed","2009-02-02","14:45","Attempted Abduction","School - Bus Stop","580 Broadway","Chelsea","MA","Suffolk","Chelsea (MA) PD","375178","Unknown","Female","8","Male","White","43",NA,NA,NA,"other","Claimed to be Relative",NA,"Fought/Broke Free",NA,1,1,42.3963,-71.0325
2169,"Attempted Abduction",1305388,"Closed","2017-08-09","20:20","Exposure","Retail - Mall/ Shop Ctr","301 Falls Blvd","Quincy","MA","Norfolk","Quincy (MA) PD","612306","Unknown","Female","Unknown","Male","Hispanic","35",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,42.2491,-70.9978
2171,"Attempted Abduction",1256893,"Closed","2015-10-23","17:30","Attempted Abduction","School - Facility","86 Hollis Ave","Quincy","MA","Norfolk","Quincy (MA) PD","546504/546508","Unknown/Unknown","Female/Female","11/12","Male","White",NA,"50-60",NA,"Tan","ride",NA,NA,"Ran Away",NA,2,1,42.2825,-71.0241
2184,"Attempted Abduction",1120744,"Closed","2009-04-15","11:00","Suspicious Incident","Playgrnd","Unknown Address","Braintree","MA","Norfolk","Braintree (MA) PD","380949","Unknown","Unknown","Unknown","Male","White","39",NA,NA,NA,"other","None","TEST STATEMENT - Subject told child the female restroom was occupied, but she could use the men's room.  Then said, \Hey come here\ when she walked away.","Adult Intervened",NA,1,1,42.2093,-70.9963
2184,"Attempted Abduction",1275077,"Closed","2016-08-12","00:00","Attempted Abduction","Retail - Food/Conv/Gas","226 Quincy Ave","Braintree","MA","Norfolk","Braintree (MA) PD","572187","Unknown","Male","1","Male","White","47",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,42.2093,-70.9963
2301,"Attempted Abduction",1090083,"Closed","2008-02-25","00:00","Attempted Abduction","Street","N Main St & Ames St","Brockton","MA","Plymouth","Brockton (MA) PD","346840","Unknown","Female","14","Male","Unknown",NA,"Unknown",NA,"Blue, Light","other","None",NA,"Ran Away",NA,1,1,42.0794,-71.04
2301,"Attempted Abduction",1135137,"Closed","2009-11-03","00:00","Attempted Abduction","Street","Pearl St","Brockton","MA","Plymouth","Brockton (MA) PD","397133","Unknown","Female","12","Male","Black",NA,"Unknown",NA,"Black","other","None",NA,"Fought/Broke Free",NA,1,1,42.0794,-71.04
2322,"Attempted Abduction",1009279,"Closed","2005-03-07","15:45","Attempted Abduction","Street","N Main St & W High St","Avon","MA","Norfolk","Avon (MA) PD","257316","Biracial","Male","12","Male","White",NA,"25-35",NA,"Blue","ride",NA,NA,"Ran Away",NA,1,1,42.1258,-71.0437
2324,"Attempted Abduction",1275158,"Closed","2016-08-09","18:30","Attempted Abduction","Street","Lady Slipper Rd","Bridgewater","MA","Plymouth","Bridgewater (MA) PD","572297/572298/572299","Unknown/Unknown/Unknown","Female/Female/Female","11/11/11","Male","Black",NA,"20-29","Van","Black","other","Game",NA,"Ran Away","Refused",3,1,41.9773,-70.9723
2331,"Attempted Abduction",1222864,"Closed","2013-09-01","18:00","Suspicious Incident","Street","Unknown","Duxbury","MA","Plymouth","Duxbury (MA) PD","495259","Unknown","Female","9","Male","White",NA,"20-35",NA,NA,"other","\Something\",NA,"Ran Away",NA,1,1,41.9705,-70.7014
2345,"Attempted Abduction",1081089,"Closed","2007-10-03","00:00","Exposure","Library","Unknown address","Plymouth","MA","Plymouth","Plymouth (MA) PD","336318","Unknown","Female","13","Male","White","58",NA,NA,NA,"other","None",NA,"Unknown",NA,1,1,41.8882,-70.581
2346,"Attempted Abduction",1092449,"Closed","2008-03-27","00:00","Attempted Abduction","Street","Elm St & Courtland St","Middleboro","MA","Plymouth","Middleborough (MA) PD","349533/349534","White/White","Female/Female","10/10","Male/Male","Unknown/Unknown",NA,"Unknown/Unknown","Pickup Truck","Black","ride",NA,NA,"Ran Away",NA,2,2,41.8884,-70.893
2360,"Attempted Abduction",1085223,"Closed","2007-12-04","07:19","Attempted Abduction","Home - Residence","Concetta Cir & Fresh Pond Cir","Plymouth","MA","Plymouth","Plymouth (MA) PD","341102","White","Female","11","Male","Black",NA,"30-35","Pickup Truck","Silver","ride",NA,NA,"Ignored/Refused",NA,1,1,41.9104,-70.642
2360,"Attempted Abduction",1125554,"Closed","2009-06-10","17:00","Attempted Abduction","Street","Skylark Ave","Plymouth","MA","Plymouth","Plymouth (MA) PD","386407","Unknown","Male","11","Male","White",NA,"Unknown",NA,"Teal (green)","other","None",NA,"Ran Away",NA,1,1,41.9104,-70.642
2368,"Attempted Abduction",1025495,"Closed","2005-08-30","13:00","Attempted Abduction","School - Bus Stop","N Main St & Pond St","Randolph","MA","Norfolk","Randolph (MA) PD","274795","Unknown","Female","15","Male","White","77",NA,NA,NA,"ride",NA,NA,"Ignored/Refused",NA,1,1,42.1736,-71.0514
2368,"Attempted Abduction",1256892,"Closed","2015-10-22","15:10","Attempted Abduction","School - Bus Stop","South St & Lantern Ln","Randolph","MA","Norfolk","Randolph (MA) PD","546503","Unknown","Female","11","Male","White",NA,"507",NA,NA,"other","Conversation",NA,"Fought/Broke Free","Suspect ran away",1,1,42.1736,-71.0514
2370,"Attempted Abduction",1151125,"Closed","2010-06-24","04:00","Suspicious Incident","Home - Residence","Unknown address","Rockland","MA","Plymouth","Rockland (MA) PD","415015/415016","White/White","Female/Female","12/6","Male","White","22",NA,NA,NA,"other","Conversation",NA,"Adult/Child Intervened",NA,2,1,42.1293,-70.9133
2370,"Attempted Abduction",1107938,"Closed","2008-10-06","00:00","Attempted Abduction","Street","W Water St & Plain St","Rockland","MA","Plymouth","Rockland (MA) PD","366775","White","Female","7","Male","White",NA,"25","Sedan, 4 door","Red","other","None",NA,"Fought/Broke Free",NA,1,1,42.1293,-70.9133
2370,"Attempted Abduction",1107941,"Closed","2008-10-13","00:00","Attempted Abduction","Street","Norman St & Concord St","Rockland","MA","Plymouth","Rockland (MA) PD","366776","White","Female","11","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,42.1293,-70.9133
2379,"Attempted Abduction",1099462,"Closed","2008-06-22","13:45","Attempted Abduction","Street","South St & Southgate Ave","West Bridgewater","MA","Plymouth","West Bridgewater (PD) MA","357337","Unknown","Female","Unknown","Male","White",NA,"Unknown","Pickup Truck","Black","other","None",NA,"Ran Away",NA,1,1,42.0255,-71.0161
2382,"Attempted Abduction",1263900,"Closed","2016-03-04","00:00","Attempted Abduction","Home - Houseboat/Trailer","Lazel St","Whitman","MA","Plymouth","Whitman (MA) PD","556470/556472/556473","Unknown/Unknown/Unknown","Female/Female/Female","9/Unknown/Unknown","Male","White",NA,"28-33",NA,NA,"other","None",NA,"Adult/Child Intervened",NA,3,1,42.0816,-70.9381
2446,"Attempted Abduction",1135589,"Closed","2009-11-10","10:00","Suspicious Incident","School - Facility","27 Francis St - Lawrence ES","Brookline","MA","Middlesex","Brookline (MA) PD","397644/397645","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Unknown",NA,"20-39",NA,NA,"other","None",NA,"None",NA,2,1,42.3431,-71.123
2453,"Attempted Abduction",1251715,"Closed","2015-07-11","16:22","Sexual Assault","Recreational - Other","330 River St","Waltham","MA","Middlesex","Massachusetts (MA) SP - Brighton Barracks","538883/538886","Unknown/Unknown","Female/Male","11/Unknown","Male","Hispanic","37",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,2,1,42.3654,-71.2317
2458,"Attempted Abduction",1207976,"Closed","2012-12-12","15:00","Suspicious Incident","Street","Vermon St & Park St","Newton","MA","Middlesex","Newton (MA) PD","477972/477974","Unknown/Unknown","Female/Female","Unknown/Unknown","Male","Unknown",NA,"50-60","Sport Utility","Gold","other","Unknown",NA,"Other","Suspect drove away",2,1,42.3528,-71.1875
2458,"Attempted Abduction",1118963,"Closed","2009-03-23","18:10","Attempted Abduction","Street","Park St & Franklin St","Newton","MA","Middlesex","Newton (MA) PD","378981","Unknown","Male","12","Male","White",NA,"50","Sport Utility",NA,"ride",NA,NA,"Ran Away",NA,1,1,42.3528,-71.1875
2472,"Attempted Abduction",1105403,"Closed","2008-09-06","11:28","Sexual Assault","Retail - Other","550 Arsenal St - Target","Watertown","MA","Middlesex","Watertown (MA) PD","363995","Unknown","Male","15","Male","Black","29",NA,NA,NA,"other","None",NA,"Adult Intervened",NA,1,1,42.37,-71.1773
2494,"Attempted Abduction",1118510,"Closed","2009-03-17","07:19","Attempted Abduction","School - Bus Stop","Webster St & Morton St","Needham","MA","Norfolk","Needham (MA) PD","378495","Unknown","Female","13","Male","Hispanic",NA,"33",NA,"Black","ride",NA,NA,"Fought/Broke Free",NA,1,1,42.2945,-71.2328
2532,"Attempted Abduction",1281940,"Closed","2016-11-10","00:00","Attempted Abduction","Street","Puritan Rd & Cranberry Rd","Buzzards Bay","MA","Barnstable","Bourne (MA) PD","581263","Unknown","Female","14","Male","Unknown","18",NA,NA,NA,"other","None",NA,"Adult/Child Intervened",NA,1,1,41.7455,-70.5905
2536,"Attempted Abduction",1250458,"Closed","2015-06-24","07:30","Attempted Abduction","School - Bus Stop","Menauhant Rd","East Falmouth","MA","Barnstable","Falmouth (MA) PD","536601","Unknown","Female","13","Male/Male","White/White","61/60",NA,"Van","White","other","Compliment",NA,"Ran Away",NA,1,2,41.5968,-70.5671
2635,"Attempted Abduction",1248060,"Closed","2015-05-04","00:00","Attempted Abduction","School - Bus Stop","Putnam Ave","Barnstable","MA","Cotuit","Barnstable (MA) PD - Detective Division","532925","Unknown","Female","16","Male","White",NA,"Unknown","Pickup Truck",NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.6243,-70.4364
2638,"Attempted Abduction",1250946,"Closed","2015-07-06","14:00","Attempted Abduction","Street","Dr. Bottero Rd & Taunton Ave","Dennis","MA","Barnstable","Dennis (MA) PD","537488/537492","Unknown/Unknown","Male/Male","9/Unknown","Male","White",NA,"40-49","Sport Utility",NA,"candy",NA,NA,"Ran Away",NA,2,1,41.7322,-70.1911
2638,"Attempted Abduction",1095932,"Closed","2008-05-11","01:39","Sexual Assault","Home - Residence","Route 6A","Dennis","MA","Barnstable","Dennis (MA) PD","353462","Unknown","Female","15","Male","White",NA,"20-39",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.7322,-70.1911
2642,"Attempted Abduction",1249924,"Closed","2015-06-12","14:55","Attempted Abduction","Street","930 Massasoit Rd","Eastham","MA","Barnstable","Eastham (MA) PD","535764","Unknown","Male","11","Male","White",NA,"50-59","Pickup Truck","Black","other","None",NA,"Other","Rode away on his bicycle",1,1,41.8408,-69.9849
2645,"Attempted Abduction",1153120,"Closed","2010-07-19","22:00","Sexual Assault","Street","Wendy's Way & Bakers Way","Harwich","MA","Barnstable","Harwich (MA) PD","417217","Unknown","Female","17","Male","White",NA,"60-69",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.7008,-70.0579
2646,"Attempted Abduction",1077374,"Closed","2007-08-13","02:00","Attempted Abduction","Home - Residence","Sea St & Sail Loft Rd","Harwich Port","MA","Barnstable","Harwich (MA) PD","331967","Unknown","Unknown","Infant","Female","White","55",NA,NA,NA,"other","None",NA,"Adult Intervened",NA,1,1,41.6703,-70.0722
2703,"Attempted Abduction",1268122,"Closed","2016-05-01","15:00","Sexual Assault","Restaurant","531 Pleasant St","Attleboro","MA","Bristol","Attleboro (MA) PD","562538/562541/562542","Unknown/Unknown/Unknown","Female/Male/Female","7/4/Unknown","Male","White","22",NA,NA,NA,"other","Card tricks",NA,"Unknown",NA,3,1,41.9296,-71.3009
2703,"Attempted Abduction",1107780,"Closed","2008-10-09","11:00","Attempted Abduction","Home - Residence","Holden St & Hope St","Attleboro","MA","Bristol","Attleboro (MA) PD","366591","Unknown","Male","13","Male","White","46",NA,NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.9296,-71.3009
2724,"Attempted Abduction",1131428,"Closed","2009-09-11","08:30","Attempted Abduction","School - Facility","Middle St & S Main St","Fall River","MA","Bristol","Fall River (MA) PD","392987","Unknown","Male","10","Male","White",NA,"Unknown","Van","White","other","None",NA,"Ran Away",NA,1,1,41.685,-71.1748
2724,"Attempted Abduction",1248221,"Closed","2015-04-01","00:00","Attempted Abduction","Home - Residence","Peckham St & E Main St","Fall River","MA","Bristol","Fall River (MA) PD","533159","Unknown","Female","9","Male/Male","Unknown/Unknown",NA,"Unknown/20-29","Van","Dark","other","None","TEST STATEMENT - The subject told the child to \Get in\.","Adult/Child Intervened",NA,1,2,41.685,-71.1748
2724,"Attempted Abduction",1247828,"Closed","2015-04-01","00:00","Attempted Abduction","Home - Residence","Peckham St & E Main St","Fall River","MA","Bristol","Fall River (MA) PD","532553/533156/533157","Unknown/Unknown/Unknown","Female/Unknown/Unknown","9/Unknown/Unknown","Male","Unknown",NA,"20-29","Van",NA,"candy/ride/other","Hug & Kiss",NA,"Ignored/Refused",NA,3,1,41.685,-71.1748
2740,"Attempted Abduction",1088464,"Closed","2008-01-30","17:00","Sexual Assault","Library","613 Pleasant St - New Bedford Library","New Bedford","MA","Bristol","New Bedford (MA) PD","344881","Unknown","Male","6","Male","White","26",NA,NA,NA,"other","Unknown",NA,"Adult Intervened",NA,1,1,41.6347,-70.9372
2743,"Attempted Abduction",1049745,"Closed","2006-07-17","11:30","Attempted Abduction","Street","Main St","Acushnet","MA","Bristol","Acushnet (MA) PD","302702","Unknown","Female","13","Male","White",NA,"Unknown",NA,NA,"other","None",NA,"Fought/Broke Free",NA,1,1,41.6997,-70.9087
2767,"Attempted Abduction",1148360,"Closed","2010-05-25","07:45","Attempted Abduction","Street","Elm St E & Sunflower Dr","Raynham","MA","Bristol","Raynham (MA) PD","411995","Unknown","Male","Unknown","Male","Unknown",NA,"Unknown","Sport Utility","Black","ride",NA,NA,"Ignored/Refused",NA,1,1,41.9324,-71.0469
2816,"Attempted Abduction",1245207,"Closed","2015-03-06","04:00","Attempted Abduction","School - Bus Stop","Centre of New England Blvd & Patriot Way","West Greenwich","RI","Kent","West Greenwich (RI) PD","528195","Unknown","Male","12","Male","Unknown",NA,"Unknown","Van","Black","ride/other","Toys",NA,"Ran Away",NA,1,1,41.6914,-71.5768
